,dir,t,accuracies
106,anweshaghosh-titanic-forkofmultiplescripts-r,24.704565048217802,0.763
107,apudlomurillo-titanic-r,0.285891056060791,
108,aquilarif-explore-titanic-r,1.6500148773193402,0.746
109,aravind5-kaggle-titanic,0.5097980499267579,0.751
110,aravind5-titanic,0.5045478343963621,0.751
111,archeryue-exploring-survival-on-the-titanic,25.4579820632935,0.744
112,archinul-titanic-logistic-regression,0.0370779037475586,
113,architdxb-titanic-3,0.209364891052246,
114,arcluke-exploring-survival-on-the-titanic,0.191771984100342,
115,areebaatif-titanic,1.34430408477783,0.756
116,arfinul-exploring-survival-on-the-titanicc,25.8398349285126,0.744
117,arjunmalhotra-titanic,0.688859939575195,0.732
118,arjunrampal-titanic-eda-rf,7.55278205871582,0.742
119,arjunrampal-titanic-exploratory-data-analysis,0.18493413925170898,
120,arjunsk1997-titanic-ml,0.81805682182312,
121,arpitr-titanic-survival,2.03692698478699,0.751
122,artcds-titanic-crisansou-tutorial,1.2031895160675,0.737
123,artemqua-titanic1,0.542799949645996,
124,artsyanka-kernel1-titanic-r,0.717785120010376,0.701
125,arunkhattri-titanic-logistic-regression,3.50102114677429,
126,arunkumarramanan-data-science-in-r-and-titanic-survival-prediction,24.873031854629502,0.744
127,arunnethi-titanic-1,0.6888267993926999,
128,arupkamal-titanic,0.287028074264526,
129,aschakra-fork-of-titanic-survival-prediction,1.05210113525391,
130,aschakra-titanic-survival-prediction,0.741865873336792,
131,asharamu-predicting-titanic-survivors,0.18890213966369604,
132,ashish42-lets-start-with-titanic,0.280513048171997,
133,ashishpal2702-titanic-eda-prediction,5.153943061828611,
134,ashleyshi-titanic-machine-learning-with-python,0.205910921096802,
135,ashokvb-exploring-survival-on-the-titanic,0.182603120803833,
136,ashutoshds-titanic-rf-prediction-0-81818,2.8835189342498797,0.763
137,ashwathranjol-titanic,0.288512945175171,
138,asterias99-titanic-machine-learning-from-disaster,2.3110511302948,
139,atharkharal-titanic-in-machine-learning,3.5049490928649902,
140,athi94-a-beginner-s-stab-at-titanic,10.744343996048,0.754
141,atlasmodeled-xgboost-titanic,2.3453390598297097,
142,atuljjoshi05-titanic-random-forest,25.115578174591104,0.756
143,aturner-exploring-survival-on-the-titanic,24.9922440052032,0.744
144,austinedsouza-titanic-allfemalessurvive,0.933344841003418,
145,austinharrison-practicing-r-with-titanic-dataset,0.698015928268433,
146,avikpaul4u-titanic-machine-learning-in-r,2.92051005363464,0.577
147,axaimdc-04-titanic-step-by-step,0.19040918350219702,
148,axaimdc-titanic-getting-started,0.18658804893493697,
149,azmanvai-titanic-prediction,1.6999931335449199,
150,baky0905-titanic-competition,1.88289213180542,
151,balaanand-predicting-survival-on-the-titanic,2.71958589553833,
152,balakesavan-titanicbalakesavan20160921,1.6765100955963101,0.77
153,ballsten-first-crack-at-titanic-dataset,1.22201180458069,
154,baogorek-titanic-logistic-regression,5.067571115493769,
155,basjacob17-titanic-intro-data-analysis-prediction,4.00181889533997,
156,bastienhaller-titanic-dataset-caret,0.7434310913085941,
157,bastortz-titanic1,1.00477695465088,
158,baukjestienstra-my-r-titanic,1.61891579627991,
159,baukjestienstra-rtitanic,0.7463350296020509,
160,bdcallen-titanic-knn-r,0.7097070217132572,0.763
161,behindthelines-survival-on-the-titanic-with-decision-trees,1.5393991470336899,0.763
162,behrica-predict-titanic-survivers,2.19797205924988,
163,beiqiwang-predictive-analysis-of-survival-rate-on-titanic,2.96317195892334,0.758
164,benybrahim-best-titanic-benchmark,55.4761829376221,0.754
165,beovulfo-titanic-work-for-beginners,5.64487814903259,0.775
166,besttinaes-titanicjuly2016,1.84207797050476,
167,beyzanurr-a-journey-through-titanic,0.22891807556152302,
168,bgrich-first-pass-at-titanic-data-set,0.243765115737915,
169,bgrich-titanic-eda-using-xray-package,1.30386018753052,
170,bgvijay-titanic-1,0.0637898445129395,
171,bharaniakella-exploring-survival-on-the-titanic,0.23067808151245103,
172,bharathyeddula-titanic,0.9984588623046879,
173,bhavneetsi-exploring-survival-on-the-titanic,0.231902122497559,
174,bhavyas-titanicbh,0.508731126785278,
175,bhuntgeb-titanic-competition-2,1.8982250690460198,
176,bienvenu-titanic-survivor-rf-r,0.782195091247559,
177,bijay81-titanic,0.33344388008117704,
178,binilkuriachan-titanic-random-forest,27.8698539733887,0.756
179,biohazzzard-titanic-with-tidyverse-and-caret,32.5586140155792,0.751
180,birger-titanic-competition,6.715190887451169,
181,birger-titanic-competition-score-0-8134,6.3418710231781,0.761
182,birudvora-test-titanic,30.192813873291,0.744
183,bisaria-titanic-lasso-ridge-implementation,6.512499809265139,
184,blastchar-titanic-machine-learning-try-to-improve,5.07078771591187,
185,blastchar-titanic-machine-learning-try-to-improve-v2,2.29505586624146,
186,blastchar-titanic-the-machine-learning-fix-some-mistakes,1.8778929710388201,
187,blastchar-titanic-the-machine-learning-h2o-ensemble,2.56435918807983,
188,blastchar-titanic-the-machine-learning-improve-data-1,20.6471128463745,
189,blastchar-titanic-the-machine-learning-improve-data-2,1.90321493148804,
190,blastchar-titanic-the-machine-learning-try-pass-80,1.87586784362793,
191,blastchar-titanic-the-machine-learning-version-noob,18.2175660133362,
192,blines-titanictest,0.545750856399536,
193,blubeck7-titanic-competition,1.0335168838501,
194,bluemachine-predicting-chances-of-survival-on-the-titanic,2.34023404121399,0.548
195,bluephoenix-titanic-is-sinking-bagimputed-gbm,6.31711483001709,
196,bluewizard-solving-for-titanic-survival,2.41958379745483,
197,bmftw1-exploring-survival-on-the-titanic,0.27303719520568803,
198,bobminnich-a-journey-through-titanic,0.22406792640686,
199,boliang-survivetitanic,0.761188983917236,
200,boliang-survivetitanicpy,0.32921004295349104,
201,bonesaw98616-exploring-survival-on-the-titanic,27.153048992157,0.742
202,bosun001-titanic-r-01,0.28793287277221696,
203,bphlmn-bryan-s-take-on-the-titanic-data-set,1.82362699508667,
204,bren077s-titanic-survivors,1.7684371471405,
205,brirush-logistic-regression-for-titanic,0.30416297912597695,0.754
206,brirush-naive-bayes-for-titanic,0.38292002677917497,0.761
207,brirush-randomforest-implementation-of-titanic,0.5678579807281489,0.758
208,brirush-svm-for-titanic,0.370893001556396,0.737
209,brirush-titanic-nearest-neighbor-using-squared-correlation,0.46492910385131797,0.734
210,brirush-xgboost-for-titanic,1.8597519397735602,
211,bruceokallau-data-mining-titanic-using-kmeans,0.276278018951416,
212,brucialized-titanic,1.97181701660156,
213,brunodeabreu-titanic-bruno-machado,1.18144297599792,
214,bryan1201-exploring-survival-on-the-titanic,0.22300410270690899,
215,bryan1201-exploring-survival-on-the-titanic-by-bryan1201,28.811874151229897,0.744
216,bssasikanth-satanic-titanic,0.6339409351348879,
217,bubblride-titanic-e1071-c-svc-fares-only,2.5205469131469704,0.667
218,bubblride-titanic-e1071-c-svc-five-features,2.5577638149261497,0.663
219,bubblride-titanic-e1071-nu-svc,2.64489603042603,0.665
220,burcins-titanic-first-attempt,5.02430009841919,
221,bwozniak-titanic-in-r,1.34133291244507,0.761
222,byrony-titanic-majority-vote-of-ridge-rf-and-gbm,2.8506547013918597,0.758
223,c34klh123-using-svm-to-predict-titanic-in-r,5.067269766330719,0.756
224,caleblau-predicting-survival-on-the-titanic,22.435478925705,0.751
225,caliphcheng-titanic-analysis-using-r,34.3358469009399,0.742
226,cardoso-titanic-women-and-children-first,1.1144903500874799,0.751
227,carlesac-titanic-prediction-deep-neural-networks-dnn,1.05901694297791,
228,carlesac-titanic-prediction-rule-learner,0.862989902496338,
229,carlosch-first-data-science-titanic-s-survive,1.04242610931396,
230,carolynchng-exploring-survival-on-the-titanic-test-run,0.8791978359222409,
231,cbrioso-titanic-rf,11.0586731433868,0.773
232,cch100m-binary-classification-practice-on-titanic-dataset,0.657922029495239,
233,ccheng2016-titanic-survival,10.199065923690801,0.744
234,cchung1368-titanic-dataset-trial-1,1.0364181995391801,
235,cdeotte-titanic-deep-net-0-82296,51.6337149143219,0.787
236,cdeotte-titanic-spam-filter,45.2018339633942,0.742
237,cdeotte-titanic-using-name-only-0-81818,0.27880287170410195,
238,cdeotte-titanic-wcg-xgboost-0-84688,0.24190902709960896,
239,cganxs-is-62-the-right-titanic-model-threshold,33.9163498878479,0.792
240,chandramuramalla-titanic-survival,0.823755025863647,
241,chandraroy-titanic-s-data-visualization,1.75782489776611,
242,charlesspo-titanic-test,1.43368196487427,
243,chathurangajayaweera-ranga-s-workbench-r-titanic,0.8027958869934079,
244,chauhanheta-exploring-survival-on-the-titanic,29.9495179653168,0.744
245,chdhatri-exploring-survival-on-the-titanic,29.1900417804718,0.744
246,chemalytics-exploring-survival-on-the-titanic,29.7578098773956,0.744
247,chemalytics-titanic-new,0.262680053710938,
248,chemjong-exploring-survival-on-the-titanic,3.09466910362244,
249,chemjong-titanic-survival-prediction,5.07981204986572,0.758
250,cherrywan-titanic-disaster,1.66485404968262,
251,chikane-a-journey-through-titanic,0.25108695030212397,
252,chiluvuriskr-ml-titanic,0.701275110244751,
253,chinarxo-titanic-prediction,2.37955212593079,
254,chipirek-titanic-my-first-kernel,0.2325599193573,
255,chrisaddy-titanic-survivr,2.56846809387207,
256,chuanhuiliu-one-solution-to-titanic-survival-analysis,4.2165789604187,0.761
257,chuckivan-titanic-logit,1.7069849967956499,0.742
258,chucktalbert-titanic-a-tidy-caret-approach-0-8086,7.388839960098269,
259,chueric-mining-titanic-sink,0.46722006797790505,
260,chueric-titanic-sink,0.39237117767334,
261,ciao1993-exploring-survival-on-the-titanic,1.70156407356262,
262,cindytong-titanic-practice-with-r-markdown,3.9983880519866903,
263,citation-titanic,0.361742973327637,
264,cjlarson-cjlarson-class-tree-r-titanic,0.241820812225342,
265,clairekunesh-predicting-titanic-survival-logistic-regression,5.6258859634399405,
266,claudiu-titanic-analysis,0.755769968032837,
267,clovisystem-estatisticas-e-altera-o-de-colunas-do-titanic,0.48251008987426797,
268,cntcspo-titanic-script,0.37159299850463895,
269,cnusapbo-titanic-r-code,0.39121794700622603,0.746
270,codutie-r-caret-titanic-ensemble-lb-0-803,35.3098919391632,
271,colinleverger-exploring-the-titanic-dataset,0.29089403152465804,
272,collett19-titanic-r-script-testing-testing-one-two-three,1.2370228767395,
273,collindching-titanic-sink-or-swim,4.47475385665894,
274,colonelkash-titanic-result,1.02400302886963,
275,contactsheetal-exploring-survival-on-the-titanic,30.574732065200802,0.744
276,cookepm-exploring-survival-on-the-titanic,1.02540707588196,
277,coolhj12-titanic-test-learn,0.840974092483521,
278,coruscatingprasad-titanicprasad,0.845802068710327,
279,cosentinoda12-exploring-survival-on-the-titanic-dc,30.231132984161402,0.744
280,countryboy-titanic-on-the-rocks-with-a-lime,2.56864786148071,
281,courtneywilkins-titanic-survival-prediction,0.920720100402832,
282,crisansou-titanic-automating-model-selection-using-caret,1.0456559499104798,0.737
283,crs3ven-titanic-survival-prediction,0.881396055221558,
284,cselefendi-titanic-v2,0.924429893493652,
285,curtaincall-exploring-survival-on-the-titanic,34.307223796844504,0.744
286,cyecandyds-titanic1,0.650439977645874,
287,cyykaggle-titanic,1.38355112075806,
288,daiearth22-exploring-survival-on-the-titanic,36.1292788982391,0.744
289,dalilamachado-titanic-teste,1.152674583594,0.737
290,damleadwait-titanic-tutorial,1.63073515892029,
291,danedrmr-titanic-eda-with-r,1.16639304161072,
292,danieleewww-beginners-titanic,1.8882967154185,
293,danielpg-dpg-titanic-test,2.17934489250183,
294,dannypallotta-danny-s-titanic-notebook,0.7152481079101559,
295,danr87946-titanic-practice,0.575852870941162,0.758
296,dansum-exploring-survival-on-the-titanic,1.02824091911316,
297,danvargg-titanic-passenger-survival,2.3109791278839102,0.739
298,darkanita-titanic-analysis,0.9106831550598141,
299,darkenwei-titanic-r,3.55837798118591,
300,dasbeste-exploring-survival-on-the-titanic,31.548131942749,0.744
301,dascanvas-titanic-random-forest,2.2594609260559104,0.766
302,daskoo-titanic-r-test,0.605494022369385,
303,datadatum-exploring-survival-on-the-titanic,30.815109968185396,0.744
304,dataggle08-a-journey-through-titanic,0.22303509712219197,
305,dataninja2014-exploring-survival-on-the-titanic,29.9746279716492,0.744
306,datascikrid-exploring-survival-on-the-titanic,30.3283059597015,0.744
307,dataxulong-titanic-analysis,0.275469064712524,
308,davetch-titanic-test,0.562747955322266,
309,david89222-titanic-logistic-regression-model-with-r,2.45878982543945,
310,davidhoon-titanic-r-notebook,1.1773180961608898,
311,dbenny42-a-journey-through-titanic,0.237375020980835,
312,ddefave-titanic-script-test,0.8061928749084469,
313,debnomics-titanic-first-randomforest,1.35330700874329,
314,deborareis-my-first-r-script-for-titanic,0.428579807281494,
315,debudey-logistic-regression-model-titanic-dataset,0.4426290988922121,
316,debudey-notebook-titanic-dataset,0.729275941848755,
317,delasupreme-titanic-data-analysis-rf-prediction-0-81818,4.04074788093567,0.763
318,deltaforce126-titanic-randomforest,0.7261300086975101,0.763
319,demborg-learning-regression-in-r-from-titanic,1.15859293937683,
320,dengshijiao-titanic-bruyont,0.6843001842498779,
321,devanshugupta27-predicting-the-titanic-survival-rate,8.990691900253301,0.754
322,devrath7s-exploringtitanic,0.40308094024658203,
323,dgf4qu-titanic-analysis-with-k-nearest-neighbor,2.8299350738525404,
324,dheerajgoudborlla-exploring-survival-on-the-titanic,31.6256911754608,0.744
325,dibyaj-titanic-passenger-survived,0.844009876251221,
326,dibyaj-titanic-servivals,0.39774107933044395,
327,diegosiebra-rf-titanic-prediction-th3one,1.58213996887207,0.761
328,dineshary-exploring-survival-on-the-titanic,32.195788860321,0.744
329,dineshary-titanic,0.7455918788909909,
330,dingminghbut-titanic,0.25255298614502,
331,divakar239-survive-the-titanic,28.9774570465088,
332,divy44-titanic1,0.8926320075988771,0.648
333,divyabudale-conditional-inference-tree-model-titanic,2.2201161384582497,0.756
334,divyasshree-titanic-ml-club,2.85417580604553,0.713
335,dixdan2008-titanic,1.47120809555054,
336,djohnbar-fork-of-titanic-rf-w-titles,1.85882616043091,0.756
337,djohnbar-the-titanic-using-knn,1.5671350955963101,0.763
338,djohnbar-titanic-rf,1.82290315628052,0.766
339,dleibovi-titanic,1.77873086929321,
340,dleprovost-simple-titanic-exploration,29.0000429153442,0.763
341,dmacwilliams-a-journey-through-titanic,0.25361180305480996,
342,dmtgroup073-datatitanic,0.37260317802429205,
343,dmvoit-titanic-test-notebook,0.0492610931396484,
344,dochero-myfirstscriptkaggletitanic,0.62782096862793,
345,domini-titanic-data-exploration-and-modelling,14.5908741950989,0.742
346,dondapati-titanic-visualization,6.004216194152829,
347,dongheerhie-titanic-in-r,2.1059157848358203,
348,doranemoda-titanic-kernel-lots-of-things,0.281736850738525,
349,dralmostright-kaggle-titanic-first-kernel,16.6963491439819,0.766
350,drdanz-titanic-decision-trees-vs-logistic-regression,2.07922196388245,
351,droid732545-titanic,0.7971150875091549,
352,dspudwill-titanic-log-reg-analysis,4.19207692146301,
353,dsvijayaraghavan-vra-titanic,4.1070089340210005,0.77
354,dukasguo-exploring-survival-on-the-titanic,31.2089219093323,0.744
355,dukasguo-titanicrf,0.530745029449463,
356,dushyantthakre-first-submission-titanic,2.2403230667114302,
357,duygut-titanic-survival-prediction,2.62752890586853,
358,dx1234-predicting-survival-rate-on-titanic,0.54404091835022,
359,dylanjcastillo-titanic-predictions-using-keras-in-r,3.93912220001221,
360,dylanmj-exploring-survival-on-the-titanic,29.2618780136108,0.744
361,eagle97-a-journey-through-titanic,0.0441081523895264,
362,easbiikhsan-titanic-logistic-biner-regression,1.21553993225098,
363,econdata-machine-learning-on-titanic-dataset,2.12341713905334,0.756
364,econdata-titanic-datasets-ml-with-r-journey-to-top-1,6.87690877914429,0.9
365,econdata-titanic-machine-learning-from-disaster,2.5790369510650604,
366,edobrien-titanic-try-r,0.981619834899902,
367,edouardmalet-a-journey-through-titanic,0.23116397857666002,
368,edurnita-titanic-machine-learning,0.0445101261138916,
369,eduterradez-titanic-3-levels-ensemble-model,2.0208680629730202,
370,efezinoerome-exploring-survival-on-the-titanic,29.292387008667003,0.744
371,effy94-titanic-learning-v1,2.23361206054688,
372,effy94-titanic-survival-analysis,0.515464067459106,
373,efmorgan92-titanic-knn-analysis-r,0.257603883743286,
374,eibanezm-family-engineering-in-titanic-s-dataset,0.43726396560668895,
375,elimiller-the-caret-package-and-the-titanic,1.89181900024414,
376,emj777-decision-tree-titanic-r,1.0467312335968002,0.751
377,emlini-kaggle-titanic-survival-model,1.96691799163818,
378,enileda3-simple-titanic-prediction-for-absolute-beginners,11.649342060089099,
379,ep1804-titanic-survival,9.18486094474792,0.768
380,erikbruin-titanic-2nd-degree-families-and-majority-voting,15.2318501472473,0.797
381,erskumars-titanic-survival-eda-and-survival-rate-prediction,2.1178131103515603,0.749
382,eryamada-titanic-eda-and-feature-engineering,0.22232198715210003,
383,etiennedumoulin-titanic-simple-intro-with-r,0.540412902832031,
384,evjrob-titanic-in-r,0.046766996383667,
385,ewong027-exploring-survival-on-the-titanic,0.596367120742798,
386,ezhilvelme-titanic-neural-network-c-4-2,5.067597981294,0.749
387,fallsit-predict-the-survived-rate-on-titanic,2.8719501495361297,
388,farhodkalonov-titanic-survival-prediction-end-to-end-ml-pipeline,0.22995710372924802,
389,fcostartistican-titanic-in-r-few-words-a-lot-of-plots,2.6618199348449703,
390,felixhalim-exploring-survival-on-the-titanic,29.8126699924469,0.744
391,fermm92-exploring-survival-on-the-titanic,29.3501501083374,0.744
392,fertueros-exploring-survival-on-the-titanic,29.260213136673002,0.744
393,fhlgood-glm-titanic,0.0453109741210938,
394,flowy00-titanic-notebook-datacamp-kaggle-tutorial,1.3512279987335198,
395,fmoiteiro-titanic-dataset,0.639410972595215,
396,foreman3-exploring-survival-on-the-titanic,29.2749049663544,0.744
397,foreman3-exploring-survival-on-the-titanic-bit-by-bit,2.24207711219788,
398,foreveroka-titanic,0.6453890800476071,
399,fpsawicki-eda-and-prediction-on-titanic-dataset,4.2158350944519,0.746
400,franciscoalonso-test1titanic,0.340846061706543,
401,francksylla-r-titanic-machine-learning-from-disaster,0.356911897659302,
402,francoisolivier-fork-of-titanic-20,8.593281030654909,0.754
403,francoisolivier-titanic-20,1.21174216270447,0.756
404,frank5547-my-solution-to-titanic-for-now,8.05809879302979,0.761
405,frankfeng-titanic,1.6211109161377,0.768
406,frareb-gs-titanic-01-frareb-rmd,0.401457786560059,
407,fraserpal-kaggle-titanic-disaster-data-set-and-h2o-framework,0.21543502807617199,
408,fredman-bergenmlmeetup-barebonestitanicr,0.74393892288208,
409,fredman-titanic-barebones-benchmark-r,0.9748928546905521,0.756
410,fuchai-rtitanic,0.36069893836975103,
411,gabrielguc-my-titanic-analysis,2.5055279731750497,
412,gabrielguc-neural-titanic,1.9300479888916,
413,gairolap-titanic,1.08203291893005,
414,gallarus-en-route-for-machine-learning-with-titanic-and-r,1.6165838241577102,
415,gangu28-titanic,0.45524787902832003,
416,garciparedes-titanic-getting-started,0.5236217975616461,0.756
417,gauravgada-titanic-logistic-regression-model,0.6933331489562989,
418,gauravsatav-exploring-survival-on-the-titanic,29.1490700244904,0.744
419,gaurikris-titaniclearningqi,0.0453259944915771,
420,gautam1168-exploring-survival-on-the-titanic,0.47983908653259294,
421,gedrox-titanic,0.21779394149780298,
422,geosko-titanic-random-forest,5.0796328306198095,
423,get2bpadmana-brat-titanic-analysis,1.3958809375762902,
424,get2bpadmana-titanic,0.6423630714416501,
425,get2bpadmana-titanic-data-exploration,0.675779104232788,
426,ghoshtumpu-logistic-egression-on-titanic-dataset,1.0789608955383299,
427,giannismo-exploring-survival-on-the-titanic,49.4432299137115,0.744
428,gmayank32-titanic-survived-model-random-forest,3.94417500495911,
429,goblin-titanic-test,0.693688869476318,0.758
430,gomes555-machine-learning-com-dados-da-base-titanic,5.814641952514651,
431,gonnel-titanic-gbm-top-11-0-80382,37.8728771209717,
432,goodwebb-titanic-by-eda-and-h2o-package-chinese-version,0.741343975067139,
433,gpellis-exploring-survival-on-the-titanic-with-r-notebook,41.752462148666396,0.744
434,graf10a-titanic-alexey-pronin-1,1.4041650295257602,
435,grapple-exploring-survival-on-the-titanic,24.727892160415603,0.744
436,gravc91-exploring-survival-on-the-titanic-forked,42.0952990055084,0.744
437,gravc91-titanic-deeplearning-ofg-r,3.2058441638946498,
438,gravitymhxy2-titanic,7.35818099975586,0.763
439,greeshma12-titanic,1.00053095817566,
440,gsdeepakkumar-learning-ml-with-titanic-survival,1.45820784568787,
441,gualtieri-titanic-survivorship-analysis,1.25684009790421,
442,gzanatta-how-i-reached-top-6-on-titanic-competition,12.749526023864698,0.751
443,gzw8210-predicting-survival-on-the-titanic,0.259839057922363,
444,haichenliu-a-journey-through-titanic,0.186338186264038,
445,haijie-titanic-prediction-wit,1.75472521781921,
446,haijie-titanic-prediction-with-gbm,1.22176623344421,
447,haleh68-exploring-survival-on-the-titanic,0.8519799709320072,
448,hamid17-train-test-titanic,0.6479668617248541,
449,haojianfeng-titanic-passenger-survival-forecast-r,2.1819689273834197,0.763
450,hardawaykr-titanic,0.18025612831115698,
451,harleypellowe-harley-titanic,0.5544021129608149,
452,harleypellowe-titanic,3.87551999092102,
453,harleyxvi-bhatia-testing-titanic,0.82390284538269,
454,haroldzhang-exploring-survival-on-the-titanic,9.53116512298584,0.749
455,haroldzhang-titanic-ace233,9.44318389892578,0.77
456,harryem-feature-engineering-on-the-titanic-for-0-81339,4.110515117645259,
457,harryem-titanic-comparing-two-approaches-for-missing-data,9.21123504638672,0.529
